id_CH;id_ZH;id_RO;empire;kingdom;phylum;class;order;family;genus;species;size;potentiallyToxic;affiliation;synonyms;EstimatedBiovolumesFromLiterature;Literature;volume_um.3;kremer_key;kremer_match;min_nu.biovol;mn_nu.biovol;mdn_nu.biovol;max_nu.biovol;sd_nu.biovol;n;mn_cells.per.nu;n_sources;w.tsn;analysis;comments;size_category;motility;physiology;colony_growth;stRategy;cell_shape;special_nutrition;volume_um.3.1;surface_um.2;VWS;GRE;HAL;SEM;BAL;BoOber;Unter;WAL;qualifier_as_food;species_buergi;coloniality;comments_coloniality;guild;guild.code
2205;NA;;eukaryota;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Vacuolariaceae;Merotricha;sp;;NA;Merotricha sp;;NA;;25000;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Merotricha sp;0;;gold algae;P10
2301;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Eutreptiales;Astasiaceae;Astasia;sp;;NA;Astasia sp;;NA;;1700;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;c;a;d;b;R;i;d;1700;950;NA;NA;NA;NA;NA;1700;1700;NA;1000;Astasia sp;0;;NA;NA
2302;410200;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Colaciaceae;Colacium;sp;;NA;Colacium sp;;NA;;1800;Colacium;genus;2,664943481;3,183098273;3,301247197;3,372605189;0,288903227;9;NA;1;9754;all;NA;c;c;a;b;R;c;NA;1800;100;NA;NA;NA;NA;NA;400;400;NA;10;Colacium sp;3;small groups;NA;NA
2303;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Colaciaceae;Colacium;calvum;;NA;Colacium calvum;;NA;;1800;Colacium;genus;2,664943481;3,183098273;3,301247197;3,372605189;0,288903227;9;NA;1;9754;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Colacium calvum;3;small groups;NA;NA
2304;410100;s054;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Euglena;sp;;NA;Euglena sp;;NA;;3000;Euglena;genus;2,120409395;3,255653602;3,397800566;4,698970004;0,548992323;635;1;7;9620;all;NA;c;a;d;b;R;i;df;3000;1600;NA;NA;NA;NA;NA;3000;3000;NA;1000;Euglena sp;0;;NA;NA
2305;NA;s050;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Euglena;acus;;NA;Euglena acus;;NA;;2500;Euglena acus;species;2,472268752;2,93161098;2,838849091;3,861545164;0,458775482;32;1;3;9622;all;NA;c;a;d;b;R;d;df;2500;1500;NA;NA;NA;NA;NA;2500;2500;NA;1000;Euglena acus;0;;NA;NA
2306;NA;s053;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Euglena;viridis;;NA;Euglena viridis;;NA;;2500;Euglena viridis;species;3,436692598;3,571365083;3,647817482;3,692406235;0,125546339;7;NA;1;9636;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Euglena viridis;0;;NA;NA
2307;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Euglena;oxyuris;;NA;Euglena oxyuris;;NA;;60000;Euglena oxyuris;species;3,274157849;3,911471325;3,698970004;4,698970004;0,373297186;56;NA;1;9639;all;NA;NA;NA;NA;NA;NA;NA;NA;60000;NA;NA;NA;NA;NA;NA;60000;60000;NA;NA;Euglena oxyuris;0;;NA;NA
2308;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Euglena;mutabilis;;NA;Euglena mutabilis;;NA;;60000;Euglena;genus;2,120409395;3,255653602;3,397800566;4,698970004;0,548992323;635;1;7;9620;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Euglena mutabilis;0;;NA;NA
2309;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Euglena;gracilis;;NA;Euglena gracilis;;NA;;3900;Euglena gracilis;species;2,961895474;3,424029165;3,457144332;3,801815169;0,291849042;17;1;2;9655;all;NA;c;a;d;b;R;d;df;3900;1900;NA;NA;NA;NA;NA;3000;3000;NA;500;Euglena gracilis;0;;NA;NA
2310;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Euglena;acutissima;;NA;Euglena acutissima;;NA;;3900;Euglena;genus;2,120409395;3,255653602;3,397800566;4,698970004;0,548992323;635;1;7;9620;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Euglena acutissima;0;;NA;NA
2311;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Phacaceae;Lepocincils;sp;;NA;Lepocincils sp;;NA;;4500;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;4500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Lepocincils sp;0;;NA;NA
2312;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Phacaceae;Lepocinclis;globulus;;NA;Lepocinclis globulus;Lepocinclis ovum;NA;;1500;Lepocinclis;genus;3,037824751;3,879088284;3,846584503;4,81078344;0,425144937;33;1;3;9758;all;NA;c;a;d;b;R;c;df;1500;1000;NA;NA;NA;NA;NA;300;300;NA;1000;Lepocinclis globulus;0;;NA;NA
2313;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Menoidium;sp;;NA;Menoidium sp;;NA;;1500;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;1500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Menoidium sp;0;;NA;NA
2314;410300;s059;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Phacaceae;Phacus;sp;;NA;Phacus sp;;NA;;22000;Phacus;genus;2,672097858;3,611443161;3,602059991;4,698970004;0,43616872;210;1;5;9766;all;NA;d;a;d;b;K;j;f;22000;8000;NA;NA;NA;NA;NA;22000;22000;NA;100;Phacus sp;0;;NA;NA
2315;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Phacaceae;Phacus;longicauda;;NA;Phacus longicauda;;NA;;22000;Phacus longicauda;species;3,301029996;3,820978516;3,869666232;4,525174428;0,334599656;21;NA;2;9771;all;NA;d;a;d;b;K;j;f;22000;8000;NA;NA;NA;NA;NA;22000;22000;NA;100;Phacus longicauda;0;;NA;NA
2316;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Phacaceae;Phacus;tortus;;NA;Phacus tortus;;NA;;22000;Phacus tortus;species;3;3,833776049;3,77815125;4,556000803;0,410535141;41;1;3;9782;all;NA;d;a;d;b;K;j;f;22000;8000;NA;NA;NA;NA;NA;22000;22000;NA;100;Phacus torta;0;;NA;NA
2317;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Phacaceae;Phacus;triqueter;;NA;Phacus triqueter;;NA;;22000;Phacus triqueter;species;3,836197481;3,836197481;3,836197481;3,836197481;NA;1;NA;1;9776;all;NA;d;a;d;b;K;j;f;22000;8000;NA;NA;NA;NA;NA;22000;22000;NA;200;Phacus triqueter;0;;NA;NA
2318;NA;s061;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Strombomonas;sp;;NA;Strombomonas sp;;NA;;1800;Strombomonas;genus;3;3,623280987;3,698970004;4,132771829;0,237581718;51;1;3;9740;all;NA;c;a;d;b;R;b;f;1800;900;NA;NA;NA;NA;NA;NA;NA;NA;1000;Strombomonas;0;;NA;NA
2319;410400;s062;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Trachelomonas;sp;;NA;Trachelomonas sp;;NA;;1300;Trachelomonas;genus;2,096179785;3,260577682;3,2670979;4,514375063;0,430570207;1123;1;5;9690;all;NA;c;a;d;b;R;b;f;1300;700;NA;NA;NA;NA;NA;1300;1300;NA;1000;Trachelomonas sp;0;;NA;NA
2320;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Trachelomonas;volvocina;;NA;Trachelomonas volvocina;;NA;;1200;Trachelomonas volvocina;species;2,096179785;3,130378604;3,217398725;4,078964045;0,45789107;516;1;4;9697;all;NA;c;a;d;b;R;b;f;1200;700;NA;NA;NA;NA;NA;1200;1200;NA;500;Trachelomonas volvocina;0;;NA;NA
2321;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Phacaceae;Phacus;pleuronectes;;NA;Phacus pleuronectes;;NA;;4000;Phacus pleuronectes;species;3,969265383;4,021416786;4,026539222;4,053078443;0,036454102;6;NA;1;9775;all;NA;d;a;d;b;R;j;f;4000;1300;NA;NA;NA;NA;NA;22000;22000;NA;100;Phacus pleuronectes;0;;NA;NA
2322;NA;s058;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Monomorphina;pyrum;;NA;Monomorphina pyrum;Phacus pyrum;NA;;4000;Phacus pyrum;species;3,496209317;3,625001272;3,682301694;3,742142067;0,104818093;10;NA;1;9779;all;NA;d;a;d;b;R;j;f;4000;1500;NA;NA;NA;NA;NA;22000;22000;NA;200;Monomorphina pyrum;0;;NA;NA
2323;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Trachelomonas;hispida;;NA;Trachelomonas hispida;;NA;;2400;Trachelomonas hispida;species;2,664463333;3,456117572;3,477555766;4,122215878;0,294359362;109;1;3;9692;all;NA;c;a;d;b;R;a;f;2400;1000;NA;NA;NA;NA;NA;2400;2400;NA;1000;Trachelomonas hispida;0;;NA;NA
2324;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Euglena;sp;;NA;Euglena sp;;NA;;500;Euglena;genus;2,120409395;3,255653602;3,397800566;4,698970004;0,548992323;635;1;7;9620;all;NA;c;a;d;b;R;c;NA;500;400;NA;NA;NA;NA;NA;500;500;NA;400;Euglena sp;0;;NA;NA
2325;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Colaciaceae;Colacium;simplex;;NA;Colacium simplex;;NA;;1800;Colacium;genus;2,664943481;3,183098273;3,301247197;3,372605189;0,288903227;9;NA;1;9754;all;NA;c;c;d;b;R;a;NA;1800;1100;NA;NA;NA;NA;NA;1800;1800;NA;200;Colacium simplex;3;small groups;NA;NA
2326;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Trachelomonas;aculeata;;NA;Trachelomonas aculeata;;NA;;1800;Trachelomonas;genus;2,096179785;3,260577682;3,2670979;4,514375063;0,430570207;1123;1;5;9690;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Trachelomonas aculeata;0;;NA;NA
2327;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Trachelomonas;furcata;;NA;Trachelomonas furcata;;NA;;1800;Trachelomonas;genus;2,096179785;3,260577682;3,2670979;4,514375063;0,430570207;1123;1;5;9690;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Trachelomonas furcata;0;;NA;NA
2328;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Trachelomonas;cylindrica;;NA;Trachelomonas cylindrica;;NA;;1800;Trachelomonas;genus;2,096179785;3,260577682;3,2670979;4,514375063;0,430570207;1123;1;5;9690;all;species untraceable in any serious database! Does not occur in data!;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Trachelomonas cylindricum;0;;NA;NA
2329;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Peranemataceae;Urceolus;sp;;NA;Urceolus sp;;NA;;1800;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urceolus sp;0;;NA;NA
2330;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Peranemataceae;Urceolus;macromastix;;NA;Urceolus macromastix;;NA;;1800;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urceolus macromastix;0;;NA;NA
2331;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenophyceae;Petalomonadaceae;Petalomonas;sp;;NA;Petalomonas sp;;NA;;3000;Petalomonas;genus;3,543709272;3,543709272;3,543709272;3,543709272;NA;1;NA;1;9824;all;NA;NA;NA;NA;NA;NA;NA;NA;3000;1000;NA;NA;NA;NA;NA;3000;3000;NA;500;Petalomonas sp;0;;NA;NA
2397;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;;;;;small;NA;;;NA;;200;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;c;a;d;b;R;i;d;200;NA;NA;NA;NA;NA;NA;200;200;NA;NA;Euglenophyceae small;0;;NA;NA
2398;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;;;;;intermediate;NA;;;NA;;1000;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;c;a;d;b;R;i;d;1000;NA;NA;NA;NA;NA;NA;1000;1000;NA;NA;Euglenophyceae intermediate;0;;NA;NA
2399;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;;;;;large;NA;;;NA;;4000;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;c;a;d;b;R;i;d;4000;NA;NA;NA;NA;NA;NA;4000;4000;NA;NA;Euglenophyceae large;0;;NA;NA
2400;400000;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;;;;;NA;;;NA;;300;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;c;a;d;b;R;i;NA;300;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;Euglenales;0;;NA;NA
2401;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Peranemataceae;Peranema;sp;;NA;Peranema sp;;NA;;1600;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;c;a;d;b;R;d;df;1600;900;NA;NA;NA;NA;NA;1600;1600;NA;1000;Peranema sp;0;;NA;NA
2402;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Peranemopsis;trichophora;;NA;Peranemopsis trichophora;Peranema trichophorum;NA;;1600;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peranemopsis trichophora;0;;NA;NA
2403;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Peranemataceae;Anisonema;sp;;NA;Anisonema sp;;NA;;400;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;c;a;d;b;R;c;df;400;250;NA;NA;NA;NA;NA;400;400;NA;300;Anisonema sp;0;;NA;NA
2404;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Peranemataceae;Anisonema;ovale;;NA;Anisonema ovale;;NA;;400;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Anisonema ovale;0;;NA;NA
2405;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Peranemataceae;Anisonema;acinus;;NA;Anisonema acinus;;NA;;400;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Anisonema acinus;0;;NA;NA
2406;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Peranemataceae;Entosiphon;sp;;NA;Entosiphon sp;;NA;;400;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Entosiphon sp;0;;NA;NA
2407;NA;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Peranemataceae;Entosiphon;sulcatus;;NA;Entosiphon sulcatus;;NA;;400;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Entosiphon sulcatus;0;;NA;NA
2408;420100;;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Peranemataceae;Heteronema;sp;;NA;Heteronema sp;;NA;;1500;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Heteronema sp;0;;NA;NA
2409;NA;s051;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Euglenaria;clavata;;NA;Euglenaria clavata;Euglena clavata;NA;;NA;Euglena;genus;2,120409395;3,255653602;3,397800566;4,698970004;0,548992323;635;1;7;9620;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;NA;NA
2410;NA;s060;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Euglenaceae;Strombomonas;longicauda;;NA;Strombomonas longicauda;;NA;;NA;Strombomonas;genus;3;3,623280987;3,698970004;4,132771829;0,237581718;51;1;3;9740;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;NA;NA
2411;NA;s052;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Phacaceae;Lepocinclis;helicoidea;;NA;Lepocinclis helicoidea;Euglena gigas / Phacus helicoideus / Euglena oxyuris var helicoidea / Euglena helicoidea;NA;;NA;Lepocinclis;genus;3,037824751;3,879088284;3,846584503;4,81078344;0,425144937;33;1;3;9758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;NA;NA
2412;NA;s055;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Phacaceae;Phacus;acuminatus;;NA;Phacus acuminatus;;NA;;NA;Phacus acuminatus;species;2,974971994;3,60463155;3,469085299;4,698970004;0,671478365;5;1;2;9767;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;NA;NA
2413;NA;s056;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Phacaceae;Phacus;caudatus;;NA;Phacus caudatus;;NA;;NA;Phacus;genus;2,672097858;3,611443161;3,602059991;4,698970004;0,43616872;210;1;5;9766;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;NA;NA
2414;NA;s057;eukaryota;Protozoa;Euglenozoa;Euglenophyceae;Euglenales;Phacaceae;Phacus;curvicauda;;NA;Phacus curvicauda;;NA;;NA;Phacus curvicauda;species;2,77815125;3,614277434;3,602059991;4,301029996;0,421863633;32;NA;2;9797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;NA;NA
2501;NA;;eukaryota;Plantae;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis/Platymonas;sp;;NA;Tetraselmis/Platymonas sp;;NA;;700;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;c;a;d;b;R;a;NA;700;420;NA;NA;NA;NA;NA;700;700;NA;650;Tetraselmis/Platymonas sp;0;;green algae;P4
2502;NA;;eukaryota;Plantae;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis;cordiformis;;NA;Tetraselmis cordiformis;Platymonas cordiformis;NA;;700;Carteria cordiformis;species;2,363216987;2,932504935;2,956542992;3,410345254;0,216669426;83;1;2;5442;all;NA;NA;NA;NA;NA;NA;NA;NA;700;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tetraselmis cordiformis;0;;green algae;P4
2503;NA;;eukaryota;Plantae;Chlorophyta;Prasinophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;sp;;NA;Pyramimonas sp;;NA;;2500;Pyramimonas;genus;1,185258765;2,185813871;2,175509669;3,268253858;0,557586419;24;1;5;9535;all;NA;c;a;d;b;K;c;NA;2500;1500;NA;NA;NA;NA;NA;2500;2500;NA;1000;Pyramimonas sp;0;;green algae;P4
2504;NA;;eukaryota;Plantae;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;Nephroselmidaceae;Nephroselmis;sp;;NA;Nephroselmis sp;;NA;;250;Nephroselmis;genus;1,398981067;2,039799174;1,995715223;2,648859406;0,311352127;44;1;4;9521;all;NA;c;a;d;b;K;c;NA;250;200;NA;NA;NA;NA;NA;300;300;NA;250;Nephroselmis sp;0;;green algae;P3
2505;NA;;eukaryota;Plantae;Chlorophyta;;;;Paramastix;conifera;;NA;Paramastix conifera;;NA;;350;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;c;a;d;b;K;c;NA;350;250;NA;NA;NA;NA;NA;350;350;NA;300;Paramastix conifera;0;;green algae;P3
2506;316500;;eukaryota;Plantae;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis;sp;;NA;Tetraselmis sp;;NA;;700;Tetraselmis;genus;2,742725131;2,748665146;2,746634199;2,756636108;0,007174425;3;NA;1;9560;all;NA;c;a;d;b;K;c;NA;700;500;NA;NA;NA;NA;NA;500;500;NA;500;Tetraselmis sp;0;;green algae;P4
2507;NA;;eukaryota;Plantae;Chlorophyta;Prasinophyceae;Pyramimonadales;Polyblepharidaceae;Polyblepharides;sp;;NA;Polyblepharides sp;;NA;;700;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Polyblepharides sp;0;;green algae;P4
2508;NA;;eukaryota;Plantae;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;Nephroselmidaceae;Nephroselmis;discoidea;;NA;Nephroselmis discoidea;;NA;;300;Nephroselmis;genus;1,398981067;2,039799174;1,995715223;2,648859406;0,311352127;44;1;4;9521;all;NA;c;a;d;b;R;c;NA;300;NA;NA;NA;NA;NA;NA;300;300;NA;NA;Nephroselmis discoidea;0;;green algae;P3
2509;NA;;eukaryota;Plantae;Chlorophyta;;;;Paramastix;sp;;NA;Paramastix sp;;NA;;350;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;350;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Paramastix sp;0;;green algae;P3
2600;NA;;eukaryota;Plantae;Chlorophyta;Prasinophyceae;;;;;;NA;;;NA;;400;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;NA;NA;NA;NA;NA;NA;NA;400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Prasinophyceae;0;;green algae;P3
2601;310500;s153;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;sp;;NA;Chlamydomonas sp;;NA;;1500;Chlamydomonas;genus;0,77815125;2,23795518;2,177132317;3,192257929;0,348504973;4116;1,002941176;7;5448;all;NA;c;a;d;b;R;a;NA;1500;1000;NA;NA;NA;NA;NA;1500;1500;NA;1000;Chlamydomonas sp;0;colonial shape conly during cell division;green algae;P4
2602;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;minutissima;;NA;Chlamydomonas minutissima;;NA;;40;Chlamydomonas;genus;0,77815125;2,23795518;2,177132317;3,192257929;0,348504973;4116;1,002941176;7;5448;all;NA;NA;NA;NA;NA;NA;NA;NA;40;NA;NA;NA;NA;NA;NA;25;25;NA;NA;Chlamydomonas minutissima;0;colonial shape conly during cell division;green algae;P3
2603;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;reinhardtii;;NA;Chlamydomonas reinhardtii;;NA;;700;Chlamydomonas;genus;0,77815125;2,23795518;2,177132317;3,192257929;0,348504973;4116;1,002941176;7;5448;all;NA;c;a;d;b;R;b;NA;700;420;NA;NA;NA;NA;NA;700;700;NA;700;Chlamydomonas reinhardtii;0;colonial shape conly during cell division;green algae;P4
2604;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;globosa;;NA;Chlamydomonas globosa;;NA;;270;Chlamydomonas globosa;species;1,581560564;2,133924267;2,177132317;2,641896995;0,244362212;330;1;4;5449;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;270;270;NA;NA;Chlamydomonas globosa;0;colonial shape conly during cell division;green algae;P3
2605;310501;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;gloeophila;;NA;Chlamydomonas gloeophila;;NA;;40;Chlamydomonas;genus;0,77815125;2,23795518;2,177132317;3,192257929;0,348504973;4116;1,002941176;7;5448;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;40;NA;NA;Chlamydomonas gloeophila;0;colonial shape conly during cell division;green algae;P3
2606;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;stellata;;NA;Chlamydomonas stellata;;NA;;40;Chlamydomonas;genus;0,77815125;2,23795518;2,177132317;3,192257929;0,348504973;4116;1,002941176;7;5448;all;NA;c;a;d;b;R;b;NA;40;60;NA;NA;NA;NA;NA;40;40;NA;40;Chlamydomonas stellata;0;colonial shape conly during cell division;green algae;P3
2607;310300;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Carteria;sp;;NA;Carteria sp;;NA;;700;Carteria;genus;1,894869657;2,440445937;2,362472412;3,410345254;0,326546203;708;1;6;5429;all;NA;c;a;d;b;R;b;NA;700;400;NA;NA;NA;NA;NA;2000;2000;NA;700;Carteria sp;0;;green algae;P4
2608;NA;;eukaryota;Plantae;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis;cordiformis;;NA;Tetraselmis cordiformis;Carteria cordiformis;NA;;2000;Carteria cordiformis;species;2,363216987;2,932504935;2,956542992;3,410345254;0,216669426;83;1;2;5442;all;NA;c;a;d;b;R;b;NA;2000;1200;NA;NA;NA;NA;NA;2000;2000;NA;1500;Tetraselmis cordiformis;0;;green algae;P4
