id_CH;id_ZH;id_RO;empire;kingdom;phylum;class;order;family;genus;species;size;potentiallyToxic;affiliation;synonyms;EstimatedBiovolumesFromLiterature;Literature;volume_um.3;kremer_key;kremer_match;min_nu.biovol;mn_nu.biovol;mdn_nu.biovol;max_nu.biovol;sd_nu.biovol;n;mn_cells.per.nu;n_sources;w.tsn;analysis;comments;size_category;motility;physiology;colony_growth;stRategy;cell_shape;special_nutrition;volume_um.3.1;surface_um.2;VWS;GRE;HAL;SEM;BAL;BoOber;Unter;WAL;qualifier_as_food;species_buergi;coloniality;comments_coloniality;guild;guild.code
1732;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Gonyaulacales;Ceratiaceae;Ceratium;sp;;NA;Ceratium sp;;NA;;45000;Ceratium;genus;3,643452676;4,250534603;4,397940009;5,167870929;0,291793148;1362;1;7;10397;all;NA;d;a;d;b;K;j;NA;45000;10000;NA;NA;NA;NA;NA;NA;NA;NA;1000;Ceratium sp;0;;dinoflagellates;P15
1733;620401;s064;eukaryota;Protozoa;Dinophyta;Dinophyceae;Gonyaulacales;Ceratiaceae;Ceratium;hirundinella;;NA;Ceratium hirundinella;;NA;;45000;Ceratium hirundinella;species;3,643452676;4,263229441;4,397940009;4,908884011;0,284107351;1202;1;6;10411;all;NA;d;a;d;b;K;j;NA;45000;10000;60000;60000;45000;45000;45000;45000;45000;60000;1000;Ceratium hirundinella;0;;dinoflagellates;P15
1734;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Gonyaulacales;Ceratiaceae;Ceratium;cornutum;;NA;Ceratium cornutum;;NA;;45000;Ceratium cornutum;species;3,84509804;4,206842318;4,190105621;4,602059991;0,388317788;4;NA;1;10451;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45000;45000;NA;NA;Ceratium cornutum;0;;dinoflagellates;P15
1735;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Gonyaulacales;Ceratiaceae;Ceratium;furcoides;;NA;Ceratium furcoides;;NA;;45000;Ceratium;genus;3,643452676;4,250534603;4,397940009;5,167870929;0,291793148;1362;1;7;10397;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Ceratium furcoides;0;;dinoflagellates;P15
1736;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Phytodiniales;Phytodiniaceae;Cystodinium;sp;;NA;Cystodinium sp;;NA;;45000;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;45000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cystodinium sp;0;;dinoflagellates;P15
1737;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Phytodiniales;Phytodiniaceae;Cystodinedria;sp;;NA;Cystodinedria sp;;NA;;45000;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cystodinedria sp;0;;dinoflagellates;P15
1738;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Phytodiniales;Phytodiniaceae;Phytodinedria;sp;;NA;Phytodinedria sp;;NA;;45000;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Phytodinedria sp;0;;dinoflagellates;P15
1739;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Gonyaulacales;Ceratiaceae;Ceratium;sp;cysts;NA;Ceratium sp;;NA;;40000;Ceratium;genus;3,643452676;4,250534603;4,397940009;5,167870929;0,291793148;1362;1;7;10397;biomass only;NA;d;c;d;b;K;j;NA;40000;9000;NA;NA;NA;NA;NA;40000;40000;NA;400;Ceratium Cysts;0;;dinoflagellates;P15
1740;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Peridiniales;;;;cysts;NA;;;NA;;10000;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;d;c;d;b;K;j;NA;10000;3000;NA;NA;25000;10000;15000;10000;10000;NA;100;Dinoflagellates Cysts;0;;dinoflagellates;P14
1741;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;wawrikae;;NA;Gymnodinium wawrikae;;NA;;3500;Gymnodinium;genus;1,752422625;2,994137544;2,997095009;4,477121255;0,582672534;7530;1;7;10031;all;NA;d;a;d;b;K;a;d;3500;2500;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gymnodinium wawrikae;0;;dinoflagellates;P14
1742;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Phytodiniales;Phytodiniaceae;Tetradinium;sp;;NA;Tetradinium sp;;NA;;3500;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;3500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tetradinium sp;0;;dinoflagellates;P14
1744;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Lophodiniales;Lophodiniaceae;Woloszynskia;sp;;NA;Woloszynskia sp;;NA;;8000;Woloszynskia;genus;3,002300003;3,61777864;3,597520775;4,160913702;0,249547116;225;1;1;10123;all;NA;NA;NA;NA;NA;NA;NA;NA;8000;2000;NA;NA;NA;NA;NA;NA;NA;NA;800;Woloszynskia sp;0;;dinoflagellates;P14
1747;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Peridiniales;;;;cysts;NA;;;NA;;3000;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;NA;NA;NA;NA;NA;NA;NA;3000;NA;NA;NA;NA;NA;NA;3000;3000;NA;NA;Peridinales Cysts;0;;dinoflagellates;P14
1748;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Peridiniales;;;;small;NA;;;NA;;1100;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;c;a;d;b;R;a;NA;1100;900;NA;NA;NA;NA;NA;1100;1100;NA;900;Peridinales small;0;;dinoflagellates;P14
1749;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Peridiniales;;;;intermediate;NA;;;NA;;5000;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;c;a;d;b;R;a;NA;5000;1500;NA;NA;NA;NA;NA;5000;5000;NA;500;Peridinales intermediate;0;;dinoflagellates;P14
1750;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Peridiniales;;;;large;NA;;;NA;;20000;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;d;a;d;b;K;a;NA;20000;4000;NA;NA;NA;NA;NA;20000;20000;NA;200;Peridinales large;0;;dinoflagellates;P15
1751;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Peridiniales;Peridiniaceae;Peridinium;wierzejskii;;NA;Peridinium wierzejskii;;NA;;7200;Peridinium;genus;2,224558959;3,454495807;3,307964203;5,051634804;0,602324604;4937;1,001005025;7;10212;all;NA;NA;NA;NA;NA;NA;NA;NA;7200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peridinium wierzejskii;0;;dinoflagellates;P14
1752;NA;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Peridiniales;Peridiniaceae;Glenodinium;sanguineum;;NA;Glenodinium sanguineum;;NA;;NA;Glenodinium;genus;2,120178938;3,101359301;3,016703317;4,127865767;0,535030592;61;1;4;10174;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Glenodinium sanguineum;0;;dinoflagellates;P14
1753;620391;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Peridiniales;Peridiniaceae;Peridinium;sp;(<20 um);NA;Peridinium sp;;NA;;1500;Peridinium;genus;2,224558959;3,454495807;3,307964203;5,051634804;0,602324604;4937;1,001005025;7;10212;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;dinoflagellates;P14
1754;620392;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Peridiniales;Peridiniaceae;Peridinium;sp;(20-30 um);NA;Peridinium sp;;NA;;4000;Peridinium;genus;2,224558959;3,454495807;3,307964203;5,051634804;0,602324604;4937;1,001005025;7;10212;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;dinoflagellates;P14
1755;620393;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Peridiniales;Peridiniaceae;Peridinium;sp;(30-40 um);NA;Peridinium sp;;NA;;10000;Peridinium;genus;2,224558959;3,454495807;3,307964203;5,051634804;0,602324604;4937;1,001005025;7;10212;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;dinoflagellates;P14
1756;620394;;eukaryota;Protozoa;Dinophyta;Dinophyceae;Peridiniales;Peridiniaceae;Peridinium;sp;(>40 um);NA;Peridinium sp;;NA;;50000;Peridinium;genus;2,224558959;3,454495807;3,307964203;5,051634804;0,602324604;4937;1,001005025;7;10212;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;dinoflagellates;P15
2001;610300;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;sp;;NA;Cryptomonas sp;;NA;;2500;Cryptomonas;genus;1,816638945;2,991151421;3,078908019;4,099680641;0,386528247;18005;1;7;10635;all;NA;c;a;d;b;R;c;NA;2500;1100;2100;2500;2100;2500;1200;2500;2500;2100;2000;Cryptomonas sp;0;;cryptophytes;P13
2002;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;erosa;;NA;Cryptomonas erosa;;NA;;1500;Cryptomonas erosa;species;2,098712931;2,977346527;3,033007565;3,854609638;0,417887517;2619;1;6;10641;all;NA;c;a;d;b;R;c;NA;1500;900;NA;NA;NA;NA;NA;2100;2100;NA;1400;Cryptomonas erosa;0;;cryptophytes;P13
2003;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;reflexa;;NA;Cryptomonas reflexa;;NA;;2200;Cryptomonas reflexa;species;2,254222216;2,950717702;3,113312569;3,94173724;0,448485113;1982;NA;1;10659;all;NA;c;a;d;b;R;c;NA;2200;1400;NA;NA;NA;NA;NA;1600;1600;NA;2000;Cryptomonas reflexa;0;;cryptophytes;P13
2004;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;marssonii;;NA;Cryptomonas marssonii;;NA;;2500;Cryptomonas marssonii;species;2,201852121;2,927593625;3,041341968;3,701970722;0,345898578;3023;NA;1;10648;all;NA;c;a;d;b;R;c;NA;2500;1100;NA;NA;NA;NA;NA;1600;1600;NA;1600;Cryptomonas marssonii;0;;cryptophytes;P13
2005;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;rostrata;;NA;Cryptomonas rostrata;;NA;;4000;Cryptomonas;genus;1,816638945;2,991151421;3,078908019;4,099680641;0,386528247;18005;1;7;10635;all;NA;c;a;d;b;R;c;NA;4000;2000;NA;NA;NA;NA;NA;4000;4000;NA;400;Cryptomonas rostrata;0;;cryptophytes;P13
2006;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;tetrapyrenoidosa;;NA;Cryptomonas tetrapyrenoidosa;;NA;;3000;Cryptomonas;genus;1,816638945;2,991151421;3,078908019;4,099680641;0,386528247;18005;1;7;10635;all;NA;c;a;d;b;R;c;NA;3000;1600;NA;NA;NA;NA;NA;3000;3000;NA;1600;Cryptomonas tetrapyrenoidosa;0;;cryptophytes;P13
2007;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;ovata;;NA;Cryptomonas ovata;;NA;;3400;Cryptomonas ovata;species;2,482873584;3,097678681;3,102594907;3,76102224;0,320667142;613;1;7;10646;all;NA;c;a;d;b;R;c;NA;3400;1800;NA;NA;NA;NA;NA;2100;2100;NA;2500;Cryptomonas ovata;0;;cryptophytes;P13
2008;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;butschlii;;NA;Cryptomonas butschlii;;NA;;3000;Cryptomonas;genus;1,816638945;2,991151421;3,078908019;4,099680641;0,386528247;18005;1;7;10635;all;NA;c;a;d;b;R;c;NA;3000;1500;NA;NA;NA;NA;NA;3000;3000;NA;NA;Cryptomonas bütschlii;0;;cryptophytes;P13
2009;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Pyrenomonadales;Pyrenomonadaceae;Rhodomonas;pusilla;;NA;Rhodomonas pusilla;Cryptomonas pusilla;NA;;150;Rhodomonas;genus;1,149834697;2,068902527;2,086500326;2,803449175;0,340364327;7099;1;6;10663;all;NA;b;a;d;b;R;c;NA;150;110;NA;NA;NA;NA;NA;150;150;NA;100;Cryptomonas pusilla;0;;cryptophytes;P12
2010;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;obovata;;NA;Cryptomonas obovata;;NA;;1600;Cryptomonas obovata;species;2,556302501;2,954427309;2,737722593;3,569256833;0,540129448;3;NA;1;180947;all;NA;c;a;d;b;R;c;NA;1600;1100;NA;NA;NA;NA;NA;1600;1600;NA;1500;Cryptomonas obovata;0;;cryptophytes;P13
2011;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;rostratiformis;;NA;Cryptomonas rostratiformis;;NA;;6800;Cryptomonas rostratiformis;species;2,939144699;3,3712681;3,375081159;3,834393551;0,202615672;335;1;3;10660;all;NA;d;a;d;b;R;c;e;6800;2700;NA;NA;NA;NA;NA;4500;4500;NA;1000;Cryptomonas rostratiformis;0;;cryptophytes;P13
2012;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Campylomonadaceae;Chilomonas;sp;;NA;Chilomonas sp;;NA;;1300;Chilomonas;genus;2,812646605;3,063787371;3,041341968;3,50242712;0,111817492;58;NA;1;10610;all;NA;c;a;d;b;R;c;d;1300;800;NA;NA;NA;NA;NA;1300;1300;NA;1000;Chilomonas sp;0;;cryptophytes;P13
2013;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cyathomonadaceae;Goniomonas;truncata;;NA;Goniomonas truncata;Cyathomonas truncata;NA;;300;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;c;a;d;b;R;c;NA;300;300;NA;NA;NA;NA;NA;300;300;NA;300;Cyathomonas truncata;0;;cryptophytes;P12
2014;610400;;eukaryota;Chromista;Katablepharidophyta;Katablepharidophyceae;Katablephariales;Katablepharidaceae;Katablepharis;sp;;NA;Katablepharis sp;;NA;;200;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;b;a;d;b;R;c;d;200;180;NA;NA;NA;NA;NA;200;200;NA;200;Katablepharis sp;0;;NA;NA
2015;NA;;eukaryota;Chromista;Katablepharidophyta;Katablepharidophyceae;Katablephariales;Katablepharidaceae;Katablepharis;ovalis;;NA;Katablepharis ovalis;;NA;;200;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;b;a;d;b;R;c;NA;200;180;NA;NA;NA;NA;NA;200;200;NA;200;Katablepharis ovalis;0;;NA;NA
2016;NA;;eukaryota;Chromista;Katablepharidophyta;Katablepharidophyceae;Katablephariales;Katablepharidaceae;Katablepharis;notonectoides;;NA;Katablepharis notonectoides;;NA;;200;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;b;a;d;b;R;c;NA;200;180;NA;NA;NA;NA;NA;200;200;NA;200;Katablepharis notonectoides;0;;NA;NA
2017;NA;;eukaryota;Plantae;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;Nephroselmidaceae;Sennia;sp;;NA;Sennia sp;;NA;;200;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sennia sp;0;;green algae;P3
2018;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Tetragonidiales;Tetragonidiaceae;Tetragonidium;sp;;NA;Tetragonidium sp;;NA;;200;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tetragonidium sp;NA;;cryptophytes;P12
2019;NA;;eukaryota;Plantae;Chlorophyta;Mamiellophyceae;Mamiellales;Monomastigaceae;Monomastix;sp;;NA;Monomastix sp;;NA;;200;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monomastix sp;0;;green algae;P3
2020;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptochrysis;sp;;NA;Cryptochrysis sp;;NA;;60;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;b;a;d;b;R;c;NA;60;100;NA;NA;NA;NA;NA;60;60;NA;60;Cryptochrysis sp;0;;cryptophytes;P12
2021;610200;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Pyrenomonadales;Pyrenomonadaceae;Rhodomonas;sp;;NA;Rhodomonas sp;;NA;;150;Rhodomonas;genus;1,149834697;2,068902527;2,086500326;2,803449175;0,340364327;7099;1;6;10663;all;NA;b;a;d;b;R;c;NA;150;140;NA;NA;NA;NA;NA;150;150;NA;150;Rhodomonas sp;0;;cryptophytes;P12
2022;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Pyrenomonadales;Pyrenomonadaceae;Rhodomonas;lens;;NA;Rhodomonas lens;;NA;;600;Rhodomonas lens;species;2,265314443;2,293321994;2,298849029;2,299358827;0,01372268;6;NA;1;10666;all;NA;c;a;d;b;R;c;NA;600;400;NA;NA;NA;NA;NA;300;300;NA;600;Rhodomonas lens;0;;cryptophytes;P12
2023;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Pyrenomonadales;Pyrenomonadaceae;Rhodomonas;lacustris;;NA;Rhodomonas lacustris;;NA;;180;Rhodomonas lacustris;species;1,704520867;2,203698746;2,096884496;2,803449175;0,231650908;4940;1;3;10667;all;NA;c;a;d;b;R;c;NA;180;150;NA;NA;NA;NA;NA;180;180;NA;170;Rhodomonas lacustris;0;;cryptophytes;P12
2024;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Pyrenomonadales;Pyrenomonadaceae;Rhodomonas;minuta;;NA;Rhodomonas minuta;;NA;;120;Rhodomonas minuta;species;1,149834697;1,635798701;1,532627001;2,160708572;0,229667136;1500;1;3;10665;all;NA;b;a;d;b;R;c;NA;120;120;NA;NA;NA;NA;NA;130;130;NA;120;Rhodomonas minuta;0;;cryptophytes;P12
2025;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Pyrenomonadales;Pyrenomonadaceae;Plagioselmis;nannoplanctica;;NA;Plagioselmis nannoplanctica;Rhodomonas minuta var Nannoplanctica / Rhodomonas lacustris var Nannoplanctica / Rhodomonas minuta;NA;;100;Rhodomonas minuta;species;1,149834697;1,635798701;1,532627001;2,160708572;0,229667136;1500;1;3;10665;all;NA;b;a;d;b;R;c;NA;100;110;NA;NA;NA;NA;NA;90;90;NA;100;Rhodomonas min. nannoplankt.;0;;cryptophytes;P12
2026;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Pyrenomonadales;Chroomonadaceae;Chroomonas;sp;;NA;Chroomonas sp;;NA;;80;Chroomonas;genus;1,57634135;2,560950729;2,697328057;3,50242712;0,434335722;4596;1;5;10613;all;NA;b;a;d;b;R;c;NA;80;90;80;NA;NA;NA;NA;80;80;NA;80;Chroomonas sp;0;;cryptophytes;P12
2027;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Pyrenomonadales;Chroomonadaceae;Chroomonas;nordstedtii;;NA;Chroomonas nordstedtii;Cryptomonas nordstedtii;NA;;150;Chroomonas nordstedtii;species;1,57634135;2,15052894;2,205068964;2,722461157;0,220870785;440;1;1;10634;all;NA;c;a;d;b;R;c;NA;150;140;NA;NA;NA;NA;NA;150;150;NA;150;Chroomonas nordstedtii;0;;cryptophytes;P12
2028;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Pyrenomonadales;Chroomonadaceae;Komma;caudata;;NA;Komma caudata;Chroomonas caudata;NA;;150;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Komma caudata;0;;cryptophytes;P12
2029;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Pyrenomonadales;Chroomonadaceae;Komma;caudata;;NA;Komma caudata;Chroomonas acuta;NA;;150;Chroomonas acuta;species;1,57634135;1,686169287;1,57634135;2,015653099;0,219655874;4;1;1;331224;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Komma caudata;0;;cryptophytes;P12
2030;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;phaseolus;;NA;Cryptomonas phaseolus;;NA;;1500;Cryptomonas;genus;1,816638945;2,991151421;3,078908019;4,099680641;0,386528247;18005;1;7;10635;all;NA;c;a;d;b;R;c;NA;1500;1000;NA;NA;NA;NA;NA;1500;1500;NA;1200;Cryptomonas phaseolus;0;;cryptophytes;P13
2031;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptaulax;sp;;NA;Cryptaulax sp;;NA;;400;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;c;a;d;b;R;c;NA;400;200;NA;NA;NA;NA;NA;300;300;NA;200;Cryptaulax sp;0;;cryptophytes;P12
2032;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptaulax;rhomboidea;;NA;Cryptaulax rhomboidea;;NA;;300;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;c;a;d;b;R;c;NA;300;180;NA;NA;NA;NA;NA;300;300;NA;250;Cryptaulax rhomboidea;0;;cryptophytes;P12
2033;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptaulax;vulgaris;;NA;Cryptaulax vulgaris;;NA;;300;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;c;a;d;b;R;c;NA;300;180;NA;NA;NA;NA;NA;300;300;NA;250;Cryptaulax vulgaris;0;;cryptophytes;P12
2034;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Campylomonadaceae;Chilomonas;cryptomonadoides;;NA;Chilomonas cryptomonadoides;;NA;;350;Chilomonas;genus;2,812646605;3,063787371;3,041341968;3,50242712;0,111817492;58;NA;1;10610;all;NA;c;a;d;b;R;c;NA;350;250;NA;NA;NA;NA;NA;350;350;NA;NA;Chilomonas cryptomonadoides;0;;cryptophytes;P12
2035;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;caudata;;NA;Cryptomonas caudata;;NA;;800;Cryptomonas;genus;1,816638945;2,991151421;3,078908019;4,099680641;0,386528247;18005;1;7;10635;all;NA;NA;NA;NA;NA;NA;NA;NA;800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cryptomonas caudata;0;;cryptophytes;P13
2096;610391;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;sp;small;NA;Cryptomonas sp;;NA;;1500;Cryptomonas;genus;1,816638945;2,991151421;3,078908019;4,099680641;0,386528247;18005;1;7;10635;biomass only;NA;c;a;d;b;R;c;NA;1500;900;NA;NA;NA;NA;NA;NA;NA;NA;1500;Cryptomonas small;0;;cryptophytes;P13
2097;610392;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;sp;intermediate;NA;Cryptomonas sp;;NA;;2500;Cryptomonas;genus;1,816638945;2,991151421;3,078908019;4,099680641;0,386528247;18005;1;7;10635;biomass only;NA;c;a;d;b;R;c;NA;2500;1000;NA;NA;NA;NA;NA;NA;NA;NA;2000;Cryptomonas medium;0;;cryptophytes;P13
2098;610393;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;sp;large;NA;Cryptomonas sp;;NA;;4000;Cryptomonas;genus;1,816638945;2,991151421;3,078908019;4,099680641;0,386528247;18005;1;7;10635;biomass only;NA;c;a;d;b;R;c;NA;4000;1200;NA;NA;NA;NA;NA;NA;NA;NA;3000;Cryptomonas large;0;;cryptophytes;P13
2099;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;;;;small;NA;;;NA;;300;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;b;a;d;b;R;c;NA;300;180;300;NA;NA;NA;NA;NA;NA;NA;300;Cryptomonadales small;0;;cryptophytes;P12
2100;NA;;eukaryota;Chromista;Cryptophyta;Cryptophyceae;Cryptomonadales;;;;large;NA;;;NA;;1200;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;c;a;d;b;R;c;NA;1200;1000;NA;NA;NA;NA;NA;NA;NA;NA;1200;Cryptomonadales large;0;;cryptophytes;P13
2201;NA;;eukaryota;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Vacuolariaceae;Gonyostomum;sp;;NA;Gonyostomum sp;;NA;;8000;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;d;a;d;b;K;i;g;8000;2800;NA;NA;NA;NA;NA;NA;NA;NA;500;Gonyostomum sp;0;;gold algae;P10
2202;NA;;eukaryota;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Vacuolariaceae;Gonyostomum;semen;;NA;Gonyostomum semen;;NA;;10000;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;d;a;d;b;K;i;g;10000;3000;NA;NA;NA;NA;NA;NA;NA;NA;500;Gonyostomum semen;0;;gold algae;P10
2203;NA;;eukaryota;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Vacuolariaceae;Vacuolaria;sp;;NA;Vacuolaria sp;;NA;;25000;Vacuolaria;genus;3,722222464;3,722222464;3,722222464;3,722222464;NA;1;NA;1;10595;all;NA;d;a;d;b;K;i;g;25000;8000;NA;NA;NA;NA;NA;NA;NA;NA;500;Vacuolaria sp;0;;gold algae;P10
2204;NA;;eukaryota;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Vacuolariaceae;Vacuolaria;virescens;;NA;Vacuolaria virescens;;NA;;25000;Vacuolaria;genus;3,722222464;3,722222464;3,722222464;3,722222464;NA;1;NA;1;10595;all;NA;NA;NA;NA;NA;NA;NA;NA;25000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vacuolaria virescens;0;;gold algae;P10
