"","date","id_CH","abundance","unit","depth","order","genus","species","volume_um.3","kremer_key","mdn_nu.biovol","volume_um.3.1","species_buergi","occurrences","lake"
"52",1990-10-15,2,63000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"53",1990-10-15,50,27000,"indv./L","0_13m","Planctomycetales","Planctomyces","sp",NA,"",NA,1,"Planctomyces",1,"HAL"
"54",1990-11-12,1,56000,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"55",1990-11-12,2,42000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"56",1990-12-10,1,81000,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"57",1990-12-10,2,6e+05,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"58",1990-12-10,3,10000,"indv./L","0_13m","","Siderocapsa","sp",NA,"",NA,1,"Siderocapsa",1,"HAL"
"59",1990-12-10,50,81000,"indv./L","0_13m","Planctomycetales","Planctomyces","sp",NA,"",NA,1,"Planctomyces",1,"HAL"
"60",1991-01-07,1,54000,"indv./L","0_13m","Burkholderiales","Leptothrix","ochracea",NA,"",NA,1,"Leptothrix ochracea",1,"HAL"
"61",1991-01-07,2,440000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"62",1991-02-18,2,230000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"63",1991-02-18,50,14000,"indv./L","0_13m","Planctomycetales","Planctomyces","sp",NA,"",NA,1,"Planctomyces",1,"HAL"
"64",1991-03-25,50,23000,"indv./L","0_13m","Planctomycetales","Planctomyces","sp",NA,"",NA,1,"Planctomyces",1,"HAL"
"65",1991-05-27,2,37000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"66",1991-10-14,2,39000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"67",1991-11-11,2,220000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"68",1991-12-09,2,170000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"69",1992-04-27,4,160000,"indv./L","0_13m","Burkholderiales","Lampropedia","hyalina",NA,"",NA,10,"Lampropedia hyalina",1,"HAL"
"70",1992-10-12,5,39000,"indv./L","0_13m","Chromatiales","Thiopedia","rosea",NA,"",NA,10,"Thiopedia rosea",1,"HAL"
"71",1993-01-11,2,22000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"72",1993-05-24,2,37000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"73",1993-12-06,2,150000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"74",1994-10-10,2,64000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"75",1994-12-05,2,78000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
"76",1995-01-17,2,34000,"indv./L","0_13m","Burkholderiales","Leptothrix","echinata",NA,"",NA,1,"Leptothrix echinata",1,"HAL"
